Harmonics from: ,wlev_7120_31-Dec-2008_02-Jan-2010.csv,
Mean ,1.902767,
Latitude ,48.424666,
Time_Local , pred_8 , pred_all , pred_noshallow 
31-Dec-2008 00:00:00 , -1.176724, -1.215865, -1.183079
31-Dec-2008 01:00:00 , -0.940847, -0.967383, -0.975266
31-Dec-2008 02:00:00 , -0.613195, -0.660758, -0.666968
31-Dec-2008 03:00:00 , -0.247601, -0.305772, -0.308028
31-Dec-2008 04:00:00 , 0.099981, 0.070811, 0.045551
31-Dec-2008 05:00:00 , 0.383150, 0.373274, 0.343507
31-Dec-2008 06:00:00 , 0.573963, 0.539126, 0.551990
31-Dec-2008 07:00:00 , 0.667024, 0.617587, 0.660085
31-Dec-2008 08:00:00 , 0.677928, 0.673678, 0.680231
31-Dec-2008 09:00:00 , 0.636676, 0.685984, 0.642304
31-Dec-2008 10:00:00 , 0.577917, 0.619541, 0.583086
31-Dec-2008 11:00:00 , 0.530656, 0.531523, 0.534348
31-Dec-2008 12:00:00 , 0.510119, 0.507254, 0.513181
31-Dec-2008 13:00:00 , 0.513894, 0.536163, 0.517485
31-Dec-2008 14:00:00 , 0.523285, 0.541859, 0.527773
31-Dec-2008 15:00:00 , 0.509469, 0.497764, 0.514414
31-Dec-2008 16:00:00 , 0.442756, 0.424328, 0.447836
31-Dec-2008 17:00:00 , 0.302466, 0.305286, 0.308513
31-Dec-2008 18:00:00 , 0.084739, 0.100970, 0.093949
31-Dec-2008 19:00:00 , -0.193863, -0.172465, -0.179006
31-Dec-2008 20:00:00 , -0.498043, -0.458362, -0.476722
31-Dec-2008 21:00:00 , -0.780464, -0.733101, -0.755284
31-Dec-2008 22:00:00 , -0.991884, -0.984002, -0.969244
31-Dec-2008 23:00:00 , -1.092262, -1.139759, -1.080744
01-Jan-2009 00:00:00 , -1.060121, -1.117365, -1.067312
01-Jan-2009 01:00:00 , -0.897827, -0.930032, -0.926880
01-Jan-2009 02:00:00 , -0.631479, -0.664125, -0.679014
01-Jan-2009 03:00:00 , -0.305416, -0.362171, -0.361835
01-Jan-2009 04:00:00 , 0.027349, -0.020160, -0.024904
01-Jan-2009 05:00:00 , 0.316432, 0.311854, 0.280741
01-Jan-2009 06:00:00 , 0.524421, 0.536849, 0.513265
01-Jan-2009 07:00:00 , 0.633817, 0.632278, 0.648792
01-Jan-2009 08:00:00 , 0.648999, 0.665598, 0.685760
01-Jan-2009 09:00:00 , 0.592919, 0.670059, 0.643486
01-Jan-2009 10:00:00 , 0.499521, 0.604919, 0.555173
01-Jan-2009 11:00:00 , 0.403935, 0.468854, 0.457377
01-Jan-2009 12:00:00 , 0.333002, 0.351332, 0.379094
01-Jan-2009 13:00:00 , 0.298548, 0.318843, 0.333807
01-Jan-2009 14:00:00 , 0.295075, 0.330344, 0.316802
01-Jan-2009 15:00:00 , 0.302368, 0.316561, 0.308343
01-Jan-2009 16:00:00 , 0.292253, 0.269461, 0.281375
01-Jan-2009 17:00:00 , 0.237647, 0.200547, 0.211140
01-Jan-2009 18:00:00 , 0.121489, 0.082231, 0.083722
01-Jan-2009 19:00:00 , -0.056855, -0.105682, -0.098819
01-Jan-2009 20:00:00 , -0.279458, -0.325510, -0.317826
01-Jan-2009 21:00:00 , -0.512605, -0.532442, -0.541667
01-Jan-2009 22:00:00 , -0.713887, -0.722286, -0.732384
01-Jan-2009 23:00:00 , -0.841896, -0.877149, -0.853641
02-Jan-2009 00:00:00 , -0.866129, -0.924064, -0.878350
02-Jan-2009 01:00:00 , -0.774652, -0.813320, -0.794595
02-Jan-2009 02:00:00 , -0.577594, -0.590474, -0.608834
02-Jan-2009 03:00:00 , -0.305583, -0.329615, -0.345713
02-Jan-2009 04:00:00 , -0.003451, -0.045734, -0.044240
02-Jan-2009 05:00:00 , 0.279289, 0.259771, 0.249296
02-Jan-2009 06:00:00 , 0.498924, 0.520426, 0.490492
02-Jan-2009 07:00:00 , 0.626496, 0.658690, 0.646133
02-Jan-2009 08:00:00 , 0.653144, 0.685700, 0.701256
02-Jan-2009 09:00:00 , 0.590645, 0.663589, 0.661923
02-Jan-2009 10:00:00 , 0.467164, 0.596161, 0.552639
02-Jan-2009 11:00:00 , 0.319384, 0.447177, 0.408964
02-Jan-2009 12:00:00 , 0.183049, 0.251209, 0.267392
02-Jan-2009 13:00:00 , 0.084299, 0.109026, 0.155500
02-Jan-2009 14:00:00 , 0.033917, 0.063686, 0.085348
02-Jan-2009 15:00:00 , 0.025858, 0.061155, 0.051962
02-Jan-2009 16:00:00 , 0.040286, 0.044646, 0.037086
02-Jan-2009 17:00:00 , 0.050250, 0.012111, 0.016657
02-Jan-2009 18:00:00 , 0.030161, -0.034607, -0.030538
02-Jan-2009 19:00:00 , -0.036142, -0.121089, -0.115709
02-Jan-2009 20:00:00 , -0.149892, -0.251501, -0.236280
02-Jan-2009 21:00:00 , -0.295896, -0.388184, -0.376152
02-Jan-2009 22:00:00 , -0.445487, -0.504572, -0.509461
02-Jan-2009 23:00:00 , -0.563217, -0.602979, -0.606560
03-Jan-2009 00:00:00 , -0.615649, -0.659932, -0.640704
03-Jan-2009 01:00:00 , -0.580047, -0.616590, -0.594127
03-Jan-2009 02:00:00 , -0.450786, -0.454745, -0.462504
03-Jan-2009 03:00:00 , -0.241835, -0.228022, -0.257049
03-Jan-2009 04:00:00 , 0.015352, 0.011512, -0.003773
03-Jan-2009 05:00:00 , 0.278109, 0.260481, 0.260324
03-Jan-2009 06:00:00 , 0.501531, 0.505055, 0.493807
03-Jan-2009 07:00:00 , 0.648049, 0.678473, 0.659053
03-Jan-2009 08:00:00 , 0.695339, 0.729947, 0.730427
03-Jan-2009 09:00:00 , 0.640735, 0.686990, 0.700237
03-Jan-2009 10:00:00 , 0.501161, 0.595741, 0.580589
03-Jan-2009 11:00:00 , 0.308647, 0.445818, 0.400296
03-Jan-2009 12:00:00 , 0.102601, 0.218474, 0.197469
03-Jan-2009 13:00:00 , -0.079279, -0.027282, 0.009813
03-Jan-2009 14:00:00 , -0.209255, -0.192143, -0.134500
03-Jan-2009 15:00:00 , -0.275017, -0.248061, -0.222733
03-Jan-2009 16:00:00 , -0.281136, -0.250434, -0.258667
03-Jan-2009 17:00:00 , -0.246279, -0.248480, -0.258914
03-Jan-2009 18:00:00 , -0.197015, -0.244893, -0.245994
03-Jan-2009 19:00:00 , -0.159860, -0.241319, -0.240561
03-Jan-2009 20:00:00 , -0.153629, -0.259629, -0.255124
03-Jan-2009 21:00:00 , -0.184045, -0.303707, -0.290811
03-Jan-2009 22:00:00 , -0.242002, -0.347861, -0.337594
03-Jan-2009 23:00:00 , -0.305889, -0.375232, -0.377406
04-Jan-2009 00:00:00 , -0.347427, -0.385944, -0.389024
04-Jan-2009 01:00:00 , -0.339511, -0.360125, -0.353504
04-Jan-2009 02:00:00 , -0.264100, -0.259844, -0.259172
04-Jan-2009 03:00:00 , -0.118104, -0.082830, -0.105379
04-Jan-2009 04:00:00 , 0.084246, 0.126625, 0.095606
04-Jan-2009 05:00:00 , 0.313255, 0.332822, 0.319146
04-Jan-2009 06:00:00 , 0.529498, 0.530889, 0.531561
04-Jan-2009 07:00:00 , 0.692142, 0.699511, 0.696084
04-Jan-2009 08:00:00 , 0.767924, 0.783071, 0.780531
04-Jan-2009 09:00:00 , 0.738667, 0.751287, 0.764967
04-Jan-2009 10:00:00 , 0.605564, 0.634192, 0.647257
04-Jan-2009 11:00:00 , 0.389191, 0.465179, 0.444627
04-Jan-2009 12:00:00 , 0.125246, 0.233033, 0.190413
04-Jan-2009 13:00:00 , -0.142995, -0.064127, -0.073406
04-Jan-2009 14:00:00 , -0.373753, -0.353988, -0.305867
04-Jan-2009 15:00:00 , -0.535236, -0.538662, -0.476102
04-Jan-2009 16:00:00 , -0.611602, -0.595054, -0.569272
04-Jan-2009 17:00:00 , -0.605066, -0.577956, -0.587848
04-Jan-2009 18:00:00 , -0.533772, -0.534720, -0.548293
04-Jan-2009 19:00:00 , -0.426053, -0.468770, -0.474587
04-Jan-2009 20:00:00 , -0.312585, -0.384066, -0.390803
04-Jan-2009 21:00:00 , -0.218414, -0.308941, -0.314870
04-Jan-2009 22:00:00 , -0.156838, -0.259340, -0.254954
04-Jan-2009 23:00:00 , -0.126659, -0.218284, -0.208873
05-Jan-2009 00:00:00 , -0.113446, -0.167404, -0.166144
05-Jan-2009 01:00:00 , -0.094456, -0.105733, -0.111813
05-Jan-2009 02:00:00 , -0.045929, -0.025176, -0.031159
05-Jan-2009 03:00:00 , 0.049131, 0.097281, 0.085581
